Id,Weekly_Sales
1_2_2013-6-7,322.45126339285713
1_2_2013-6-14,21006.377945833334
1_2_2013-6-21,46150.72251041665
1_2_2013-6-28,12796.682102083334
1_2_2013-7-5,39106.36264791667
1_2_2013-7-12,24681.423193750008
1_2_2013-7-19,3573.8124458333323
1_2_2013-7-26,12455.259762500002
1_3_2012-11-2,44242.99298020833
1_3_2012-11-9,21807.363252083327
1_3_2012-11-16,29752.055235416687
1_3_2012-11-23,22830.898989583333
1_3_2012-11-30,10467.986939583332
1_3_2012-12-7,43287.27637916666
1_3_2012-12-14,15999.630302976188
1_3_2012-12-21,17140.16159166667
1_3_2012-12-28,7992.805660416668
1_3_2013-1-4,4998.619666666666
1_3_2013-1-11,1043.3315791666673
1_3_2013-1-18,4801.130927976193
1_3_2013-1-25,7869.514811607141
1_3_2013-2-1,7734.968528273812
1_3_2013-2-8,16668.207687499995
1_3_2013-2-15,4320.657751190474
1_3_2013-2-22,7002.648764583331
1_3_2013-3-1,4117.188775
1_3_2013-3-8,1722.6562619047618
1_3_2013-3-15,495.66546041666686
1_3_2013-3-22,4374.958762500001
1_3_2013-3-29,2532.674812499999
1_3_2013-4-5,1828.594491666666
1_3_2013-4-12,7056.492372916664
1_3_2013-4-19,5288.876554166664
1_3_2013-4-26,9673.990189583334
1_3_2013-5-3,1684.0596083333337
1_3_2013-5-10,979.5266604166667
1_3_2013-5-17,2877.217325000001
1_3_2013-5-24,80470.32168749998
1_3_2013-5-31,65343.341777678565
1_3_2013-6-7,746.9664026785715
1_3_2013-6-14,8725.231872023807
1_3_2013-6-21,4905.9284125
1_3_2013-6-28,17620.48619166667
1_3_2013-7-5,1009.9155729166665
1_3_2013-7-12,13005.06078958333
1_3_2013-7-19,1995.663354464286
1_3_2013-7-26,10760.700062499995
1_4_2012-11-2,3279.8130249999986
1_4_2012-11-9,3893.2205595238092
1_4_2012-11-16,217.94146994047614
1_4_2012-11-23,1143.3445833333333
1_4_2012-11-30,6392.894120833333
1_4_2012-12-7,3765.108943749999
1_4_2012-12-14,44336.96449583332
1_4_2012-12-21,11402.824883035713
1_4_2012-12-28,43552.58197232142
1_4_2013-1-4,15251.051601041667
1_4_2013-1-11,26530.907162797615
1_4_2013-1-18,17440.98768333333
1_4_2013-1-25,5639.334802083335
1_4_2013-2-1,3215.012541666668
1_4_2013-2-8,61843.3526208333
1_4_2013-2-15,89410.40658750001
1_4_2013-2-22,64796.22733333331
1_4_2013-3-1,145165.2439553572
1_4_2013-3-8,78309.1581735119
1_4_2013-3-15,64691.74958541668
1_4_2013-3-22,117672.46132500001
1_4_2013-3-29,37510.63491875
1_4_2013-4-5,38057.75492708332
1_4_2013-4-12,12424.447630357145
1_4_2013-4-19,322.54141815476197
1_4_2013-4-26,18449.044828869057
1_4_2013-5-3,45112.97842708333
1_4_2013-5-10,13507.861441666664
1_4_2013-5-17,40371.389706250004
1_4_2013-5-24,23121.822285416667
1_4_2013-5-31,3671.4072333333315
1_4_2013-6-7,12427.0862875
1_4_2013-6-14,44770.47199895832
1_4_2013-6-21,20991.40585833333
1_4_2013-6-28,30217.892237500015
1_4_2013-7-5,24933.113326785715
1_4_2013-7-12,8622.897461309525
1_4_2013-7-19,41347.34966666666
1_4_2013-7-26,15663.107735416672
1_5_2012-11-2,10867.328570833333
1_5_2012-11-9,7865.08945833333
1_5_2012-11-16,5317.653249999998
1_5_2012-11-23,1104.6565812500007
1_5_2012-11-30,4570.197208928573
1_5_2012-12-7,7769.639135416665
1_5_2012-12-14,7574.45595625
1_5_2012-12-21,16522.83789166666
1_5_2012-12-28,4097.565983928571
1_5_2013-1-4,6792.4759499999955
1_5_2013-1-11,4075.475483333334
1_5_2013-1-18,1693.6923708333338
1_5_2013-1-25,490.4017791666667
1_5_2013-2-1,4691.239252083333
1_5_2013-2-8,2474.8780416666664
1_5_2013-2-15,1831.08378125
1_5_2013-2-22,5834.122254166664
1_5_2013-3-1,4400.239483333334
1_5_2013-3-8,10919.105947916667
1_5_2013-3-15,1634.6528187500003
1_5_2013-3-22,1018.4025750000003
1_5_2013-3-29,2869.9222500000005
1_5_2013-4-5,82938.4432
1_5_2013-4-12,65009.17896428569
1_5_2013-4-19,710.7592166666667
1_5_2013-4-26,8541.8781375
1_5_2013-5-3,4461.379941666667
1_5_2013-5-10,16704.17676458334
1_5_2013-5-17,1110.7808750000002
1_5_2013-5-24,13023.163275
1_5_2013-5-31,1975.459091666667
1_5_2013-6-7,159.49525625000007
1_5_2013-6-14,10887.542362499993
1_5_2013-6-21,1616.519902083333
1_5_2013-6-28,3749.880854166666
1_5_2013-7-5,219.10805744047616
1_5_2013-7-12,1204.5147499999998
1_5_2013-7-19,6363.974817559522
1_5_2013-7-26,3630.9459083333327
1_6_2012-11-2,44334.598595833326
1_6_2012-11-9,11149.421337202384
1_6_2012-11-16,39549.57233139882
1_6_2012-11-23,15165.008266666668
1_6_2012-11-30,26112.48474375
1_6_2012-12-7,17545.060656249996
1_6_2012-12-14,5797.085366666668
1_6_2012-12-21,3248.8191083333336
1_6_2012-12-28,61091.02495833331
1_6_2013-1-4,89508.76297083334
1_6_2013-1-11,63127.528243749985
1_6_2013-1-18,144976.71512202386
1_6_2013-1-25,77890.3259360119
1_6_2013-2-1,63956.50048244052
1_6_2013-2-8,117889.51131458333
1_6_2013-2-15,40233.73112916668
1_6_2013-2-22,38857.86665624999
1_6_2013-3-1,12268.39214791667
1_6_2013-3-8,21933.53097708334
1_6_2013-3-15,48012.844995833344
1_6_2013-3-22,12705.585
1_6_2013-3-29,41137.15877291666
1_6_2013-4-5,28399.427789583326
1_6_2013-4-12,7337.850777083331
1_6_2013-4-19,75060.36302916669
1_6_2013-4-26,45193.697604166686
1_6_2013-5-3,22450.37476458333
1_6_2013-5-10,27670.925156250003
1_6_2013-5-17,24814.95927261906
1_6_2013-5-24,10814.094710416666
1_6_2013-5-31,41087.96312916667
1_6_2013-6-7,14604.840775000004
1_6_2013-6-14,10389.672922321432
1_6_2013-6-21,8843.031558333332
1_6_2013-6-28,11145.492570833336
1_6_2013-7-5,1224.8051967261913
1_6_2013-7-12,4215.887231250001
1_6_2013-7-19,8394.982143750001
1_6_2013-7-26,8669.639741666666
1_7_2012-11-2,19350.162785416665
1_7_2012-11-9,3934.7585193452373
1_7_2012-11-16,6763.467274999997
1_7_2012-11-23,4250.0527604166655
1_7_2012-11-30,1817.125026785714
1_7_2012-12-7,517.458475892857
1_7_2012-12-14,5204.7505875
1_7_2012-12-21,2548.302408333334
1_7_2012-12-28,1746.3780372023812
1_7_2013-1-4,7753.151597916668
1_7_2013-1-11,5214.8953083333345
1_7_2013-1-18,11180.392558333337
1_7_2013-1-25,1820.3112291666664
1_7_2013-2-1,1315.4314464285715
1_7_2013-2-8,2783.0042000000008
1_7_2013-2-15,79684.89622142853
1_7_2013-2-22,63753.27071041668
1_7_2013-3-1,728.4223916666667
1_7_2013-3-8,8085.927745833335
1_7_2013-3-15,4608.691260416668
1_7_2013-3-22,16917.74097916667
1_7_2013-3-29,1843.901848214286
1_7_2013-4-5,13547.155035416663
1_7_2013-4-12,2408.2061666666673
1_7_2013-4-19,167.29188125000005
1_7_2013-4-26,10773.09716458333
1_7_2013-5-3,2004.6940583333326
1_7_2013-5-10,3549.892053571428
1_7_2013-5-17,319.2228437499999
1_7_2013-5-24,1177.3008333333332
1_7_2013-5-31,7743.475166666666
1_7_2013-6-7,4416.798149999999
1_7_2013-6-14,263536.07992619043
1_7_2013-6-21,15161.632560416674
1_7_2013-6-28,39118.18408139881
1_7_2013-7-5,15258.672189583333
1_7_2013-7-12,26393.98702410715
1_7_2013-7-19,18511.324477083344
1_7_2013-7-26,5795.144243750002
1_8_2012-11-2,3829.747885416667
1_8_2012-11-9,58203.584873809516
1_8_2012-11-16,94275.22053482142
1_8_2012-11-23,61975.25161875
1_8_2012-11-30,145676.0846467262
1_8_2012-12-7,78505.17114375
1_8_2012-12-14,65739.4326104167
1_8_2012-12-21,117396.68288125005
1_8_2012-12-28,41582.53997291667
1_8_2013-1-4,38099.07716874999
1_8_2013-1-11,16153.198993749998
1_8_2013-1-18,2324.9718416666665
1_8_2013-1-25,17910.48619345239
1_8_2013-2-1,48341.06710208334
1_8_2013-2-8,14152.523075000001
1_8_2013-2-15,40968.48504166666
1_8_2013-2-22,26423.406799999997
1_8_2013-3-1,5212.303922916665
1_8_2013-3-8,19172.688216666666
1_8_2013-3-15,45121.23329375002
1_8_2013-3-22,20524.005916666658
1_8_2013-3-29,27891.206852083338
1_8_2013-4-5,25344.151055952385
1_8_2013-4-12,8446.33122589286
1_8_2013-4-19,41060.477316666664
1_8_2013-4-26,14979.600995833336
1_8_2013-5-3,10058.517983333331
1_8_2013-5-10,8249.64605833333
1_8_2013-5-17,8319.514385416669
1_8_2013-5-24,1341.3775312500004
1_8_2013-5-31,4282.20576875
1_8_2013-6-7,8149.619883333333
1_8_2013-6-14,7305.205451190476
1_8_2013-6-21,16635.95332916666
1_8_2013-6-28,3870.160792261903
1_8_2013-7-5,6752.736935416663
1_8_2013-7-12,4320.718674999998
1_8_2013-7-19,1556.0825187500004
1_8_2013-7-26,518.2543020833333
1_9_2012-11-2,4784.327814583334
1_9_2012-11-9,2538.3880875000004
1_9_2012-11-16,1747.9663500000001
1_9_2012-11-23,6313.600029166665
1_9_2012-11-30,4218.732829166669
1_9_2012-12-7,11151.516439583336
1_9_2012-12-14,1842.754241666666
1_9_2012-12-21,1283.3169
1_9_2012-12-28,2714.8151916666666
1_9_2013-1-4,82712.95727351187
1_9_2013-1-11,64004.53819166667
1_9_2013-1-18,584.9355333333334
1_9_2013-1-25,8325.559241666666
1_9_2013-2-1,4668.124601785715
1_9_2013-2-8,30.161296130952383
1_9_2013-2-15,16796.91709166667
1_9_2013-2-22,1418.8113541666667
1_9_2013-3-1,12720.243585416667
1_9_2013-3-8,2345.097800000001
1_9_2013-3-15,160.44525625000006
1_9_2013-3-22,11013.308826785713
1_9_2013-3-29,1495.2811104166663
1_9_2013-4-5,3429.7046249999994
1_9_2013-4-12,547.3291970238095
1_9_2013-4-19,1220.6583750000004
1_9_2013-4-26,7000.317243750001
1_9_2013-5-3,3661.967275
1_9_2013-5-10,45054.34988333332
1_9_2013-5-17,13089.2417625
1_9_2013-5-24,39013.430539732144
1_9_2013-5-31,15049.102037499997
1_9_2013-6-7,26451.526293452385
1_9_2013-6-14,18357.529410416668
1_9_2013-6-21,5751.342504166668
1_9_2013-6-28,3832.1200416666666
1_9_2013-7-5,58505.73573839284
1_9_2013-7-12,91550.43751815481
1_9_2013-7-19,62293.50558333333
1_9_2013-7-26,144565.57156994048
1_10_2012-11-2,80840.99055208334
1_10_2012-11-9,66084.13308958334
1_10_2012-11-16,117221.06926250004
1_10_2012-11-23,41566.1016125
1_10_2012-11-30,38635.90714791666
1_10_2012-12-7,15067.336914583331
1_10_2012-12-14,2619.74825
1_10_2012-12-21,21782.331268452384
1_10_2012-12-28,45763.005695833344
1_10_2013-1-4,14437.722479166667
1_10_2013-1-11,41060.949554166655
1_10_2013-1-18,24702.9056125
1_10_2013-1-25,3803.5260374999984
1_10_2013-2-1,15457.753962500006
1_10_2013-2-8,45031.17687708336
1_10_2013-2-15,21916.15503124999
1_10_2013-2-22,28698.375362500014
1_10_2013-3-1,25757.04712261905
1_10_2013-3-8,11087.154527083332
1_10_2013-3-15,42220.73224583334
1_10_2013-3-22,15068.180727083334
1_10_2013-3-29,19159.587775
1_10_2013-4-5,7837.212189583336
1_10_2013-4-12,11187.462261011906
1_10_2013-4-19,1253.2767625000001
1_10_2013-4-26,4319.161714583333
1_10_2013-5-3,7925.355066666665
1_10_2013-5-10,7594.467720833333
1_10_2013-5-17,16343.586795833326
1_10_2013-5-24,4125.281594345239
1_10_2013-5-31,6900.061304166663
1_10_2013-6-7,4163.920049999999
1_10_2013-6-14,1583.8867562500004
1_10_2013-6-21,652.1088645833336
1_10_2013-6-28,4366.044166666668
1_10_2013-7-5,2512.128370833333
1_10_2013-7-12,1742.338533333333
1_10_2013-7-19,7564.873035416666
1_10_2013-7-26,5390.206645833332
1_11_2012-11-2,11218.616302083332
1_11_2012-11-9,1824.3263624999993
1_11_2012-11-16,1264.4072625
1_11_2012-11-23,2815.652245833334
1_11_2012-11-30,78248.39623958334
1_11_2012-12-7,64143.067368749995
1_11_2012-12-14,709.3920479166667
1_11_2012-12-21,8698.524280208328
1_11_2012-12-28,4877.174672619049
1_11_2013-1-4,24.99603125000001
1_11_2013-1-11,17353.07768541667
1_11_2013-1-18,1215.1786197916665
1_11_2013-1-25,13216.570179166665
1_11_2013-2-1,2199.7927375
1_11_2013-2-8,149.6712979166667
1_11_2013-2-15,11316.994941666668
1_11_2013-2-22,3556.1529854166665
1_11_2013-3-1,5043.4755
1_11_2013-3-8,1921.5931895833342
1_11_2013-3-15,1200.8820833333339
1_11_2013-3-22,7313.520823809524
1_11_2013-3-29,3549.7895124999986
1_11_2013-4-5,44896.113549999995
1_11_2013-4-12,11217.915916666669
1_11_2013-4-19,40253.311399107144
1_11_2013-4-26,15847.143829166667
1_11_2013-5-3,27815.484164285714
1_11_2013-5-10,18234.730997916668
1_11_2013-5-17,5884.604354166668
1_11_2013-5-24,3546.7916458333348
1_11_2013-5-31,58417.38728839283
1_11_2013-6-7,90282.94334791668
1_11_2013-6-14,63308.97447291665
1_11_2013-6-21,142907.35154375
1_11_2013-6-28,81046.54860208336
1_11_2013-7-5,65963.25692708333
1_11_2013-7-12,121088.15529583333
1_11_2013-7-19,40627.34126875
1_11_2013-7-26,38252.21998541666
1_12_2012-11-2,12197.607190773815
1_12_2012-11-9,360.1471270833333
1_12_2012-11-16,18233.176649702385
1_12_2012-11-23,45006.95012440477
1_12_2012-11-30,13021.935322916665
1_12_2012-12-7,40458.30034166666
1_12_2012-12-14,23266.87342916667
1_12_2012-12-21,3681.092424999999
1_12_2012-12-28,12723.781845833333
1_12_2013-1-4,45347.54430208336
1_12_2013-1-11,20306.83798124999
1_12_2013-1-18,26807.372008333332
1_12_2013-1-25,24704.010783035723
1_12_2013-2-1,8152.022898809523
1_12_2013-2-8,40980.032329166665
1_12_2013-2-15,13676.550235416671
1_12_2013-2-22,8333.458501488094
1_12_2013-3-1,8051.438179166666
1_12_2013-3-8,6734.314445833331
1_12_2013-3-15,1259.558725892857
1_12_2013-3-22,4200.0483604166675
1_12_2013-3-29,7649.684927083336
1_12_2013-4-5,7559.581620833333
1_12_2013-4-12,16335.640083333328
1_12_2013-4-19,4063.2643151785715
1_12_2013-4-26,6642.8988979166625
1_12_2013-5-3,3934.5270104166657
1_12_2013-5-10,1674.454555654763
1_12_2013-5-17,531.5694479166666
1_12_2013-5-24,4258.934185416669
1_12_2013-5-31,2482.6295999999998
1_12_2013-6-7,1792.8742872023809
1_12_2013-6-14,6009.373181249999
1_12_2013-6-21,4199.3345312500005
1_12_2013-6-28,11248.04997291667
1_12_2013-7-5,1657.65360625
1_12_2013-7-12,1279.7480922619047
1_12_2013-7-19,2710.8080375
1_12_2013-7-26,82223.66019374998
1_13_2012-11-2,63919.88328333333
1_13_2012-11-9,680.8353229166667
1_13_2012-11-16,7796.726002083335
1_13_2012-11-23,4640.883135119047
1_13_2012-11-30,16636.23587916667
1_13_2012-12-7,972.5786666666663
1_13_2012-12-14,12773.818595833334
1_13_2012-12-21,2153.080325
1_13_2012-12-28,164.06400625000006
1_13_2013-1-4,11143.264624999996
1_13_2013-1-11,1423.7885479166662
1_13_2013-1-18,3622.214595238095
1_13_2013-1-25,290.5629156249999
1_13_2013-2-1,1239.9481250000008
1_13_2013-2-8,7048.996473809522
1_13_2013-2-15,3269.4419333333326
1_13_2013-2-22,43108.61124791666
1_13_2013-3-1,11050.478283333334
1_13_2013-3-8,39126.10918556548
1_13_2013-3-15,15169.552429166662
1_13_2013-3-22,27332.955286607154
1_13_2013-3-29,17935.398154166665
1_13_2013-4-5,5840.133318750002
1_13_2013-4-12,3606.2857083333342
1_13_2013-4-19,58132.51309880952
1_13_2013-4-26,89662.66318839291
1_13_2013-5-3,62315.36396249999
1_13_2013-5-10,142523.6893729167
1_13_2013-5-17,75819.55081041668
1_13_2013-5-24,65789.5727479167
1_13_2013-5-31,117818.06765625002
1_13_2013-6-7,39351.32445
1_13_2013-6-14,37370.962470833336
1_13_2013-6-21,12022.18372827381
1_13_2013-6-28,285.4557217261905
1_13_2013-7-5,18715.121891369057
1_13_2013-7-12,46551.11998125001
1_13_2013-7-19,12652.860654166669
1_13_2013-7-26,40839.21941249998
1_14_2012-11-2,23242.618535416663
1_14_2012-11-9,3905.056983333331
1_14_2012-11-16,16765.68124375
1_14_2012-11-23,46141.130552083356
1_14_2012-11-30,21974.276827083326
1_14_2012-12-7,28401.49437708334
1_14_2012-12-14,24816.44953511906
1_14_2012-12-21,10720.104979166665
1_14_2012-12-28,41418.7191875
1_14_2013-1-4,14723.496427083339
1_14_2013-1-11,10835.168193154765
1_14_2013-1-18,7968.476391666665
1_14_2013-1-25,7979.310391666666
1_14_2013-2-1,1823.5419541666663
1_14_2013-2-8,4356.287414583335
1_14_2013-2-15,7766.618058035716
1_14_2013-2-22,7244.842834523809
1_14_2013-3-1,16745.58278749999
1_14_2013-3-8,3888.6740089285713
1_14_2013-3-15,6868.864937499998
1_14_2013-3-22,3977.388535416667
1_14_2013-3-29,1580.7792952380962
1_14_2013-4-5,518.8723883928569
1_14_2013-4-12,4627.515495833332
1_14_2013-4-19,2482.9703666666674
1_14_2013-4-26,1794.9117687499997
1_14_2013-5-3,6429.69765
1_14_2013-5-10,4159.9995187500035
1_14_2013-5-17,11276.974983333332
1_14_2013-5-24,1843.6198749999996
1_14_2013-5-31,1285.676061011905
1_14_2013-6-7,2812.500645833334
1_14_2013-6-14,80268.63391249996
1_14_2013-6-21,64568.98175833332
1_14_2013-6-28,742.9409104166668
1_14_2013-7-5,8079.594575000001
1_14_2013-7-12,4505.715933035715
1_14_2013-7-19,16744.391514583338
1_14_2013-7-26,-86.68414583333333
1_16_2012-11-2,906.4741648809522
1_16_2012-11-9,12844.22518125
1_16_2012-11-16,2212.2143354166674
1_16_2012-11-23,159.49525625000007
1_16_2012-11-30,11056.623791666663
1_16_2012-12-7,1885.060549999999
1_16_2012-12-14,3753.121845238095
1_16_2012-12-21,290.6505583333334
1_16_2012-12-28,1224.603333333334
1_16_2013-1-4,8494.017975000002
1_16_2013-1-11,3408.6980416666656
1_16_2013-1-18,44382.99712499999
1_16_2013-1-25,11133.049535416667
1_16_2013-2-1,39323.86956056548
1_16_2013-2-8,15779.717274999997
1_16_2013-2-15,26634.565334821433
1_16_2013-2-22,18047.746497916665
1_16_2013-3-1,5785.696306250001
1_16_2013-3-8,3416.5155770833335
1_16_2013-3-15,60908.026486309514
1_16_2013-3-22,99029.3534217263
1_16_2013-3-29,61949.26527708332
1_16_2013-4-5,147924.66770744044
1_16_2013-4-12,77782.0511854167
1_16_2013-4-19,67427.78134375002
1_16_2013-4-26,116367.21041250005
1_16_2013-5-3,42180.74903958333
1_16_2013-5-10,39317.832477083335
1_16_2013-5-17,12423.462559523814
1_16_2013-5-24,428.1997395833334
1_16_2013-5-31,21673.951447916676
1_16_2013-6-7,45959.44415208335
1_16_2013-6-14,12557.654497916667
1_16_2013-6-21,40474.29294999999
1_16_2013-6-28,28420.35611249999
1_16_2013-7-5,4633.165581547619
1_16_2013-7-12,16160.633979166669
1_16_2013-7-19,45777.53998854167
1_16_2013-7-26,20222.41027083333
1_17_2012-11-2,29642.94562708334
1_17_2012-11-9,25090.518935119042
1_17_2012-11-16,8050.444574999999
1_17_2012-11-23,41261.84775208334
1_17_2012-11-30,12445.613675000004
1_17_2012-12-7,6829.283679166665
1_17_2012-12-14,8563.213602083331
1_17_2012-12-21,12434.714058333335
1_17_2012-12-28,1520.6816199404755
1_17_2013-1-4,4805.516138095238
1_17_2013-1-11,7913.927375000001
1_17_2013-1-18,7817.5741375000025
1_17_2013-1-25,17799.793545833327
1_17_2013-2-1,4427.057065178571
1_17_2013-2-8,7131.843004166665
1_17_2013-2-15,4147.763941666663
1_17_2013-2-22,2080.3802645833325
1_17_2013-3-1,504.2822562499999
1_17_2013-3-8,5948.291306250003
1_17_2013-3-15,2432.3106333333335
1_17_2013-3-22,1839.8259749999997
1_17_2013-3-29,11471.517547916665
1_17_2013-4-5,6547.1318854166675
1_17_2013-4-12,10460.734270833334
1_17_2013-4-19,1669.5063770833335
1_17_2013-4-26,1650.9123604166675
1_17_2013-5-3,2937.428447916668
1_17_2013-5-10,81834.97662291664
1_17_2013-5-17,65195.23417053571
1_17_2013-5-24,850.9625895833335
1_17_2013-5-31,8135.834304166669
1_17_2013-6-7,4470.242875000002
1_17_2013-6-14,15340.2184875
1_17_2013-6-21,1076.9615625000001
1_17_2013-6-28,13721.907729166665
1_17_2013-7-5,2097.854614583334
1_17_2013-7-12,215.28917291666667
1_17_2013-7-19,11674.688907738091
1_17_2013-7-26,1714.9193729166655
1_18_2012-11-2,5342.4647723214275
1_18_2012-11-9,311.1977
1_18_2012-11-16,1257.522208333334
1_18_2012-11-23,8779.791144642859
1_18_2012-11-30,4581.887337499999
1_18_2012-12-7,47236.10824374999
1_18_2012-12-14,12531.992237499995
1_18_2012-12-21,39854.63519077381
1_18_2012-12-28,15638.658219791667
1_18_2013-1-4,26327.474116071426
1_18_2013-1-11,17828.473793749996
1_18_2013-1-18,5944.7409583333365
1_18_2013-1-25,3262.60003125
1_18_2013-2-1,61215.44260922617
1_18_2013-2-8,98194.39267083342
1_18_2013-2-15,62071.95160833333
1_18_2013-2-22,151499.9244366071
1_18_2013-3-1,78296.03824166668
1_18_2013-3-8,67377.71939583335
1_18_2013-3-15,115993.29041666668
1_18_2013-3-22,43225.42313541668
1_18_2013-3-29,39594.826385416665
1_18_2013-4-5,14073.455356250002
1_18_2013-4-12,2231.313483333333
1_18_2013-4-19,18123.47434583334
1_18_2013-4-26,43522.94185000002
1_18_2013-5-3,11908.667477083336
1_18_2013-5-10,36717.89647916666
1_18_2013-5-17,25576.311381249998
1_18_2013-5-24,4111.680987499998
1_18_2013-6-7,11755.714379166668
1_18_2013-7-5,43521.44469583336
1_19_2012-11-2,17977.9704125
1_19_2012-11-9,25888.347427083336
1_19_2012-11-16,23199.802535416668
1_19_2012-11-23,8120.611489583333
1_19_2012-11-30,39098.058385416654
1_19_2012-12-7,12231.723862500003
1_19_2012-12-14,6784.472370833333
1_19_2012-12-21,8173.172327083332
1_19_2012-12-28,8758.066020833332
1_19_2013-1-4,947.3906750000006
1_19_2013-1-11,4007.386712500001
1_19_2013-1-18,7437.966208333334
1_19_2013-1-25,7052.939970833337
1_19_2013-2-1,16446.525618749994
1_19_2013-2-8,4724.779064285713
1_19_2013-2-15,4328.477204166668
1_19_2013-2-22,4105.751491666664
1_19_2013-3-1,1102.8058479166666
1_19_2013-3-8,474.9483083333333
1_19_2013-3-15,3033.7760062499997
1_19_2013-3-22,2153.8301416666663
1_19_2013-3-29,1961.5061705357136
1_19_2013-4-5,10943.242356249997
1_19_2013-4-12,6808.809341666665
1_19_2013-4-19,8745.941195833331
1_19_2013-4-26,1524.3879666666667
1_19_2013-5-3,1244.9983583333333
1_19_2013-5-10,2909.8888395833337
1_19_2013-5-17,82891.45443333333
1_19_2013-5-24,64231.23618958332
1_19_2013-5-31,618.8921666666669
1_19_2013-6-7,7411.844033333337
1_19_2013-6-14,4436.824379166668
1_19_2013-6-21,15332.97758333333
1_19_2013-6-28,773.3823749999999
1_19_2013-7-5,6546.005625
1_19_2013-7-12,1922.3469624999998
1_19_2013-7-19,217.75260595238097
1_19_2013-7-26,11520.542770833328
1_20_2012-11-2,1414.2829729166658
1_20_2012-11-9,3535.532364583333
1_20_2012-11-16,312.48542083333325
1_20_2012-11-23,1255.6253333333339
1_20_2012-11-30,6075.3092000000015
1_20_2012-12-7,2871.0513062499986
1_20_2012-12-14,41704.40674999999
1_20_2012-12-21,11878.567312499996
1_20_2012-12-28,38981.37342901786
1_20_2013-1-4,15103.290302976191
1_20_2013-1-11,26144.724931249995
1_20_2013-1-18,17488.022482738095
1_20_2013-1-25,5833.932270833336
1_20_2013-2-1,3433.6633229166664
1_20_2013-2-8,59797.50751755951
1_20_2013-2-15,89109.45965000005
1_20_2013-2-22,61777.092816666656
1_20_2013-3-1,146566.59533005953
1_20_2013-3-8,76773.19630208335
1_20_2013-3-15,67571.41765148813
1_20_2013-3-22,117558.72643750001
1_20_2013-3-29,36877.06157083335
1_20_2013-4-5,36545.47377083333
1_20_2013-4-12,12010.259131547622
1_20_2013-4-19,18157.820552083336
1_20_2013-4-26,44244.085595833334
1_20_2013-5-3,12199.887507738096
1_20_2013-5-10,36982.91595416666
1_20_2013-5-17,23563.74800208334
1_20_2013-5-24,3807.7956999999974
1_20_2013-5-31,11192.438329166667
1_20_2013-6-7,43570.849316666674
1_20_2013-6-14,18931.977891666662
1_20_2013-6-21,26799.93359375001
1_20_2013-6-28,23470.09501458333
1_20_2013-7-5,8276.15310625
1_20_2013-7-12,39455.68807708332
1_20_2013-7-19,13950.279806249999
